Sentence;Expected Annotations;Predicted Annotations;Precision;Recall;F1 Score
Athlete standing facing, head right, crowning himself with right hand, holding laurel branch in left arm.;[('athlete', 'PERSON', 'crowning', 'athlete', 'PERSON'), ('athlete', 'PERSON', 'holding', 'laurel branch', 'OBJECT')];[];0.0;0.0;0.0
"Artemis standing right, wearing long garment, holding a wreath in right hand and bow with arrow in left hand; at her foot, stag standing right looking upwards; all within incuse square.";[('Artemis', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'wreath', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'bow', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'arrow', 'OBJECT')];[('Artemis', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'wreath', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'bow', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'arrow', 'OBJECT')];1.0;1.0;1.0
Veil Demeter seated_on left on basket, wearing stefane and long garment, holding three corn and poppy in lowered right hand and long torch in left.;[('Demeter', 'PERSON', 'wearing', 'stefane', 'OBJECT'), ('Demeter', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Demeter', 'PERSON', 'holding', 'poppy', 'PLANT'), ('Demeter', 'PERSON', 'holding', 'torch', 'OBJECT')];[('Demeter', 'PERSON', 'seated_on', 'basket', 'OBJECT'), ('Demeter', 'PERSON', 'wearing', 'stefane', 'OBJECT'), ('Demeter', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Demeter', 'PERSON', 'holding', 'poppy', 'PLANT'), ('Demeter', 'PERSON', 'holding', 'torch', 'OBJECT')];0.8333333333333334;1.0;0.9090909090909091
Asclepius resting_on left, on wing serpent to right.;[('Asclepius', 'PERSON', 'resting_on', 'serpent', 'ANIMAL')];[];0.0;0.0;0.0
"Prow right; on top, emperor Marcus Aurelius standing base, behind emperor, trophy.";[('Marcus Aurelius', 'PERSON', 'standing', 'base', 'OBJECT')];[];0.0;0.0;0.0
"Athena Nikephoros throne left, holding Nike in outstretched right hand; left armresting_on on shield behind; in exergue, trident.";[('Athena', 'PERSON', 'holding', 'Nike', 'PERSON'), ('Athena', 'PERSON', 'resting_on', 'shield', 'OBJECT')];[('Athena', 'PERSON', 'holding', 'Nike', 'PERSON'), ('Athena', 'PERSON', 'resting_on', 'shield', 'OBJECT')];1.0;1.0;1.0
"Hermes standing right, wearing petasus and chlamys fixed over right shoulder, extending left hand; to right, astragal; all within shallow incuse square.";[('Hermes', 'PERSON', 'holding', 'petasus', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'chlamys', 'OBJECT')];[('Hermes', 'PERSON', 'holding', 'petasus', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'chlamys', 'OBJECT')];1.0;1.0;1.0
Heracles standing right, strangling Nemean lion.;[('Heracles', 'PERSON', 'grasping', 'Nemean Lion', 'ANIMAL')];[];0.0;0.0;0.0
Forepart of a bull standing left on dolphin, left, raising right forehoof.;[('bull', 'ANIMAL', 'standing', 'dolphin', 'ANIMAL')];[('bull', 'ANIMAL', 'standing', 'dolphin', 'ANIMAL')];1.0;1.0;1.0
"Head of Hermes, right, wearing wing petasus; transverse caduceus behind.";[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')];[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')];1.0;1.0;1.0
Bearded Heracles standing right, lion skin over left shoulder, resting right hand on club, holding apple of the Hesperides in left hand.;[('Heracles', 'PERSON', 'resting_on', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'apple', 'PLANT')];[('Heracles', 'PERSON', 'resting_on', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'apple', 'PLANT')];1.0;1.0;1.0
Emperor Septimius Severus in military attire standing facing, head left, wearing cuirass and boot, holding globe in outsteched right hand and inverted spear in left hand. Ground line.;[('Septimius Severus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Septimius Severus', 'PERSON', 'holding', 'globe', 'OBJECT')];[('Septimius Severus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Septimius Severus', 'PERSON', 'holding', 'globe', 'OBJECT'), ('Septimius Severus', 'PERSON', 'holding', 'spear', 'OBJECT')];0.75;1.0;0.8571428571428571
Zeus throne left, naked to waist, holding patera in right hand, leftresting_on on scepter. Ground line. Border of dots.;[('Zeus', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Zeus', 'PERSON', 'resting_on', 'scepter', 'OBJECT')];[('Zeus', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Zeus', 'PERSON', 'resting_on', 'scepter', 'OBJECT')];1.0;1.0;1.0
"Athena Nikephoros throne left, holding Nike in outstretched right hand; left armresting_on on shield behind; in background, transverse spear; in inner left field, monogram.";[('Athena', 'PERSON', 'holding', 'Nike', 'PERSON'), ('Athena', 'PERSON', 'resting_on', 'shield', 'OBJECT')];[('Athena', 'PERSON', 'holding', 'Nike', 'PERSON'), ('Athena', 'PERSON', 'resting_on', 'shield', 'OBJECT')];1.0;1.0;1.0
"Tower Tyche seated_on left on rock, holding corn in right hand, leftresting_on on rock; to right, behind her, cornucopia; to left, at foot, river-god swimming, left. Border of dots.";[('Tyche', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'corn', 'PLANT'), ('Tyche', 'PERSON', 'resting_on', 'rock', 'OBJECT')];[('Tyche', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'corn', 'PLANT'), ('Tyche', 'PERSON', 'resting_on', 'rock', 'OBJECT')];1.0;1.0;1.0
Zeus standing facing, head right, naked to waist, holding thunderbolt in lowered right hand, leftresting_on on long scepter. Ground line. Border of dots.;[('Zeus', 'PERSON', 'holding', 'thunderbolt', 'OBJECT'), ('Zeus', 'PERSON', 'resting_on', 'scepter', 'OBJECT')];[('Zeus', 'PERSON', 'holding', 'thunderbolt', 'OBJECT'), ('Zeus', 'PERSON', 'resting_on', 'scepter', 'OBJECT')];1.0;1.0;1.0
Ares standing right, wearing helmet, raising right arm, holding shield in left hand.;[('Ares', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'shield', 'OBJECT')];[('Ares', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'shield', 'OBJECT')];1.0;1.0;1.0
Wreath bust of Commodus, right, wearing paludamentum.;[('Commodus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];[('Commodus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];1.0;1.0;1.0
Aresresting_on on panther.;[('Ares', 'PERSON', 'resting_on', 'panther', 'ANIMAL')];[];0.0;0.0;0.0
"Artemis advancing right, wearing short fluttering chiton, fluttering cloak and boot, holding bow in left hand; at her foot, hound advancing left. Ground line. Border of dots.";[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'cloak', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'bow', 'OBJECT')];[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'cloak', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'bow', 'OBJECT')];1.0;1.0;1.0
Bearded Dionysus seated_on left on rock, holding cantharus in right hand and thyrsus in left hand.;[('Dionysus', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'cantharus', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'thyrsus', 'OBJECT')];[('Dionysus', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'cantharus', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'thyrsus', 'OBJECT')];1.0;1.0;1.0
Wreath bust of Trebonianus Gallus, right, wearing cuirass and paludamentum. Border of dots.;[('Trebonianus Gallus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Trebonianus Gallus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];[('Trebonianus Gallus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Trebonianus Gallus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];1.0;1.0;1.0
Asclepius standing right, holding serpent staff.;[('Asclepius', 'PERSON', 'holding', 'serpent staff', 'OBJECT')];[('Asclepius', 'PERSON', 'holding', 'serpent staff', 'OBJECT')];1.0;1.0;1.0
Nude Apollo standing left, holding patera in outstretched right hand over altar and laurel branch in left hand.;[('Apollo', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'laurel branch', 'OBJECT')];[('Apollo', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'laurel branch', 'OBJECT')];1.0;1.0;1.0
Head of Dionysus, right, wearing mitra and ivy wreath.;[('Dionysus', 'PERSON', 'wearing', 'mitra', 'OBJECT'), ('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')];[('Dionysus', 'PERSON', 'wearing', 'mitra', 'OBJECT'), ('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')];1.0;1.0;1.0
Head of Athena, right, wearing crested Corinthian helmet. Border of dots.;[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT')];[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT')];1.0;1.0;1.0
Head of Athena, left, wearing Corinthian helmet.;[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT')];[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT')];1.0;1.0;1.0
Emperor Geta in military attire seated_on right on horse, wearing cuirass, fluttering paludamentum and boot, holding spear in right hand towards a captive in front of him seated_on left with Phrygian cap and bound arm behind back. Ground line. Border of dots.;[('Geta', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Geta', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Geta', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Geta', 'PERSON', 'holding', 'spear', 'OBJECT')];[];0.0;0.0;0.0
"Forepart of a bull standing right on dolphin, right, raising left forehoof; below, monogram.";[('bull', 'ANIMAL', 'standing', 'dolphin', 'ANIMAL')];[];0.0;0.0;0.0
"Heracles with Diomedes and horse; in the middle, Heracles standing left, head right, brandishing club in raised right hand and grasping Diomedes, fallen on his knee to right, by the head with left hand; to left, horse advancing right, below, wheel; to right, three horse to right, lowest one fallen, upper one pouncing right.";[('Heracles', 'PERSON', 'holding', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'grasping', 'Diomedes', 'PERSON')];[('Heracles', 'PERSON', 'grasping', 'Diomedes', 'PERSON'), ('Heracles', 'PERSON', 'holding', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'grasping', 'Diomedes', 'PERSON'), ('Heracles', 'PERSON', 'grasping', 'Diomedes', 'PERSON'), ('Heracles', 'PERSON', 'holding', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'grasping', 'Diomedes', 'PERSON')];1.0;1.0;1.0
Veil Demeter throne left, holding two corn in right hand, leftresting_on on long scepter. Border of dots.;[('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Demeter', 'PERSON', 'resting_on', 'scepter', 'OBJECT')];[('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Demeter', 'PERSON', 'resting_on', 'scepter', 'OBJECT')];1.0;1.0;1.0
Apollo standing facing, head left, wearing long garment, holding laurel branch in outstretched right hand and lyre with left hand on a short column to his left.;[('Apollo', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'laurel branch', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'lyre', 'OBJECT')];[('Apollo', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'laurel branch', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'lyre', 'OBJECT')];1.0;1.0;1.0
Aequitas holding shield.;[('Aequitas', 'PERSON', 'holding', 'shield', 'OBJECT')];[('Aequitas', 'PERSON', 'receiving', 'shield', 'OBJECT')];0.0;0.0;0.0
Demeter standing right in biga, right, drawn by two wing serpent, wearing long garment, holding torch in each hand.;[('Demeter', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'torch', 'OBJECT')];[('Demeter', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'torch', 'OBJECT')];1.0;1.0;1.0
Zeusresting_on on club.;[('Zeus', 'PERSON', 'resting_on', 'club', 'OBJECT')];[];0.0;0.0;0.0
Emperor Severus Alexander in military attire seated_on right on horse, covered with panther fur, wearing cuirass, fluttering paludamentum and boot, holding transverse spear in right hand.;[('Severus Alexander', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Severus Alexander', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Severus Alexander', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Severus Alexander', 'PERSON', 'holding', 'spear', 'OBJECT')];[];0.0;0.0;0.0
Artemis advancing right, wearing a short chiton and boot, holding short torch in each hand. Ground line.;[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')];[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')];1.0;1.0;1.0
"Emperor Caracalla in military attire standing facing, head left, wearing cuirass and boot, holding spear in right hand and parazonium in left hand; behind him, Nike standing left, crowning emperor with laurel wreath in left hand, holding branch in left arm. Ground line. Border of dots.";[('Caracalla', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'parazonium', 'OBJECT')];[('Caracalla', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Caracalla', 'PERSON', 'holding', 'parazonium', 'OBJECT')];1.0;1.0;1.0
"Head of Dionysus, right, wearing ivy wreath in linear square; all within shallow incuse square.";[('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')];[('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')];1.0;1.0;1.0
Homonoia standing facing, head left, wearing kalathos, holding patera in outstretched right hand over lighted and garland altar and cornucopia in left arm. Ground line. Border of dots.;[('Homonoia', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')];[('Homonoia', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')];1.0;1.0;1.0
Radiate emperor Elagabalus in military attire standing facing, head left, wearing cuirass, fluttering paludamentum and boot, holding patera in outstretched right hand over lighted altar, leftresting_on on scepter. Ground line. Border of dots.;[('Elagabalus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Elagabalus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Elagabalus', 'PERSON', 'holding', 'patera', 'OBJECT')];[('Elagabalus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Elagabalus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Elagabalus', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Elagabalus', 'PERSON', 'holding', 'patera', 'OBJECT')];0.75;1.0;0.8571428571428571
Nude Heracles seated_on left on rock covered with lion skin, resting right arm on club, resting left arm on rock.;[('Heracles', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('rock', 'OBJECT', 'wearing', 'lion skin', 'OBJECT'), ('Heracles', 'PERSON', 'resting_on', 'rock', 'OBJECT')];[('Heracles', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('Heracles', 'PERSON', 'resting_on', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('rock', 'OBJECT', 'wearing', 'lion skin', 'OBJECT')];0.6666666666666666;0.6666666666666666;0.6666666666666666
Ares standing right, wearing crested helmet, cuirass and boot, holding spear and shield set down at his foot.;[('Ares', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Ares', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Ares', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'shield', 'OBJECT')];[('Ares', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Ares', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Ares', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'shield', 'OBJECT')];1.0;1.0;1.0
Ares standing right, wearing crested helmet, cuirass and boot, holding spear and shield set down at his foot.;[('Ares', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Ares', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Ares', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'shield', 'OBJECT')];[('Ares', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Ares', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Ares', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'shield', 'OBJECT')];1.0;1.0;1.0
Nemesis Aequitas standing facing, head left, holding scales in outstretched right hand and cornucopia in left arm. Border of dots.;[('Nemesis', 'PERSON', 'holding', 'scales', 'OBJECT'), ('Nemesis', 'PERSON', 'holding', 'cornucopia', 'OBJECT')];[('Nemesis', 'PERSON', 'holding', 'scales', 'OBJECT'), ('Nemesis', 'PERSON', 'holding', 'cornucopia', 'OBJECT')];1.0;1.0;1.0
Heracles kneeling right, wearing lion skin, drawing bow.;[('Heracles', 'PERSON', 'wearing', 'lion skin', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'bow', 'OBJECT')];[('Heracles', 'PERSON', 'wearing', 'lion skin', 'OBJECT')];1.0;0.5;0.6666666666666666
Apollo seated_on on kline.;[('Apollo', 'PERSON', 'seated_on', 'kline', 'OBJECT')];[('Apollo', 'PERSON', 'seated_on', 'kline', 'OBJECT')];1.0;1.0;1.0
Wing Genius standing left, wearing long garment, holding statuette of Tyche in right hand, standing facing, head left, wearing kalathos, and bow in right hand.;[('Genius', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Genius', 'PERSON', 'holding', 'statuette', 'OBJECT'), ('Tyche', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Tyche', 'PERSON', 'wearing', 'bow', 'OBJECT')];[('Genius', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Genius', 'PERSON', 'holding', 'statuette', 'OBJECT'), ('Tyche', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Tyche', 'PERSON', 'wearing', 'bow', 'OBJECT')];1.0;1.0;1.0
Tyche standing facing, head left, wearing long garment, holding globe in right hand and rudder downwards in left hand. Border of dots.;[('Tyche', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'globe', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'rudder', 'OBJECT')];[('Tyche', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'globe', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'rudder', 'OBJECT')];1.0;1.0;1.0
"Asclepius seated_on right, head left, holding serpent staff in right hand, leaning left hand on uncertain object over his knee; serpent's head facing the diety's mouth.";[('Asclepius', 'PERSON', 'holding', 'serpent staff', 'OBJECT')];[];0.0;0.0;0.0
Demeter standing facing, head left, wearing long garment wraped over the shoulder, holding three corn in lowered right hand, leftresting_on on long torch. Ground line. Border of dots.;[('Demeter', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT')];[('Demeter', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT')];1.0;1.0;1.0
Athena standing facing, head left, wearing crested helmet and long garment, holding shield in right hand and leftresting_on on spear. Ground line. Border of dots.;[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'shield', 'OBJECT'), ('Athena', 'PERSON', 'resting_on', 'spear', 'OBJECT')];[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'shield', 'OBJECT'), ('Athena', 'PERSON', 'resting_on', 'spear', 'OBJECT')];1.0;1.0;1.0
"Tyche seated_on left on cippus, head right, holding corn in right hand, leftresting_on on cippus; at foot, left, swimming river-god, left.";[('Tyche', 'PERSON', 'seated_on', 'cippus', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'corn', 'PLANT'), ('Tyche', 'PERSON', 'resting_on', 'cippus', 'OBJECT')];[('Tyche', 'PERSON', 'resting_on', 'cippus', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'corn', 'PLANT'), ('Tyche', 'PERSON', 'resting_on', 'cippus', 'OBJECT')];1.0;0.6666666666666666;0.8
Domitian seated_on on rock.;[('Domitian', 'PERSON', 'seated_on', 'rock', 'OBJECT')];[('Domitian', 'PERSON', 'seated_on', 'rock', 'OBJECT')];1.0;1.0;1.0
Nike standing facing, holding wreath and branch.;[('Nike', 'PERSON', 'holding', 'wreath', 'OBJECT'), ('Nike', 'PERSON', 'holding', 'palm branch', 'OBJECT')];[('Nike', 'PERSON', 'holding', 'wreath', 'OBJECT'), ('Nike', 'PERSON', 'holding', 'branch', 'OBJECT')];0.5;0.5;0.5
"Athena standing left, wearing double chiton and corinthian helmet, holding patera and spear; left handresting_on on shield.";[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'chiton', 'OBJECT')];[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'spear', 'OBJECT')];1.0;0.75;0.8571428571428571
Veil Demeter standing facing, head left, holding two corn and poppy in raised right hand and short lighted torch in left arm. Ground line. Border of dots.;[('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Demeter', 'PERSON', 'holding', 'poppy', 'PLANT'), ('Demeter', 'PERSON', 'holding', 'torch', 'OBJECT')];[('Demeter', 'PERSON', 'holding', 'corn', 'PLANT'), ('Demeter', 'PERSON', 'holding', 'poppy', 'PLANT'), ('Demeter', 'PERSON', 'holding', 'torch', 'OBJECT')];1.0;1.0;1.0
"Draped bust of Dionysus, right, wearing ivy wreath; filleted thyrsus over left shoulder.";[('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')];[];0.0;0.0;0.0
Emperor Antoninus Pius in military attire seated_on right on horse, wearing cuirass, fluttering paludamentum and boot, holding short scepter in right arm.;[('Antoninus Pius', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Antoninus Pius', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Antoninus Pius', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Antoninus Pius', 'PERSON', 'holding', 'scepter', 'OBJECT')];[];0.0;0.0;0.0
Athenaresting_on on knee.;[('Athena', 'PERSON', 'resting_on', 'knee', 'OBJECT')];[];0.0;0.0;0.0
"Heracles seated_on left on rock, holding club in right hand, leftresting_on on rock; in front, stag.";[('Heracles', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'resting_on', 'rock', 'OBJECT')];[('Heracles', 'PERSON', 'resting_on', 'rock', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'resting_on', 'rock', 'OBJECT')];1.0;0.6666666666666666;0.8
Zeus throne right, resting left arm on scepter, holding patera in outstretched left hand. Ground line. Border of dots.;[('Zeus', 'PERSON', 'resting_on', 'scepter', 'OBJECT'), ('Zeus', 'PERSON', 'holding', 'patera', 'OBJECT')];[('Zeus', 'PERSON', 'resting_on', 'scepter', 'OBJECT'), ('Zeus', 'PERSON', 'holding', 'patera', 'OBJECT')];1.0;1.0;1.0
"Nude Ganymed standing facing, head right, wearing Phrygian cap and boot, holding staff with his right hand over shoulder; to right, eagle standing a short column with spread wing, head upwards; at his foot, left, hound advancing left, head right. Border of dots.";[('Ganymed', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Ganymed', 'PERSON', 'holding', 'staff', 'OBJECT')];[('Ganymed', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Ganymed', 'PERSON', 'holding', 'staff', 'OBJECT')];1.0;1.0;1.0
Nude Poseidon standing right, left foot on rock, holding trident in right arm and dolphin in left hand, leaned on his left knee. Ground line. Border of dots.;[('Poseidon', 'PERSON', 'holding', 'trident', 'OBJECT'), ('Poseidon', 'PERSON', 'holding', 'dolphin', 'ANIMAL'), ('Poseidon', 'PERSON', 'resting_on', 'knee', 'OBJECT')];[('Poseidon', 'PERSON', 'holding', 'trident', 'OBJECT'), ('Poseidon', 'PERSON', 'holding', 'dolphin', 'ANIMAL'), ('Poseidon', 'PERSON', 'resting_on', 'knee', 'OBJECT')];1.0;1.0;1.0
Emperor Geta in military attire seated_on right on horse, wearing cuirass, fluttering paludamentum and boot, holding spear in right hand towards a captive in front of him seated_on left with Phrygian cap and bound arm behind back. Ground line. Border of dots.;[('Geta', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Geta', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Geta', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Geta', 'PERSON', 'holding', 'spear', 'OBJECT')];[];0.0;0.0;0.0
