Sentence;Expected Annotations;Predicted Annotations;Precision;Recall;F1 Score
"Zeus Aëtophoros throne left, wearing long garment, holding eagle, right, in outstretched right hand and scepter in left hand; in inner left field, forepart of Pegasus and of lion prancing left.";[('Zeus', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Zeus', 'PERSON', 'holding', 'eagle-sceptre', 'OBJECT')];[];0.0;0.0;0.0
"Athena standing to the left, with the right hand holding a shield on column; inbetween tree.";[('Athena', 'PERSON', 'holding', 'shield', 'OBJECT')];[];0.0;0.0;0.0
"Draped bust of Dionysus, left, wearing ivy wreath; behind, thyrsus.";[('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')];[('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')];1.0;1.0;1.0
"Bearded river-god Strymon seated_on on rock left, head left, resting left arm on water urn, holding long reed in right hand; naked Genius to lower right standing left, kneeling with hand gold from the water. Border of dots.";[('Strymon', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('Strymon', 'PERSON', 'resting_on', 'water urn', 'OBJECT'), ('Strymon', 'PERSON', 'holding', 'reed', 'PLANT')];[('Strymon', 'PERSON', 'seated_on', 'rock', 'OBJECT')];1.0;1.0;1.0
Jugate draped bust of Serapis, wearing wreath kalathos, and of Isis, wearing lotus, right.;[('Hades', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Isis', 'PERSON', 'wearing', 'lotus', 'PLANT')];[('Isis', 'PERSON', 'wearing', 'lotus', 'PLANT')];1.0;1.0;1.0
Labour of Heracles: Nude Heracles standing right, strangling the Nemean lion.;[('Heracles', 'PERSON', 'grasping', 'Nemean Lion', 'ANIMAL')];[];0.0;0.0;0.0
Athena standing facing, head left, wearing long garment and helmet, holding patera in outstretched right hand, leftresting_on on scepter.;[('Athena', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'patera', 'OBJECT')];[('Athena', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'patera', 'OBJECT')];1.0;1.0;1.0
"Wreath bust of Elagabalus, right, wearing cuirass; gorgoneion on breastplate, holding spear with left hand over left shoulder.";[('Elagabalus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Elagabalus', 'PERSON', 'holding', 'double spear', 'OBJECT')];[('Elagabalus', 'PERSON', 'wearing', 'cuirass', 'OBJECT')];1.0;1.0;1.0
Bearded river-god resting_on left, holding in left arm oar, resting on water urn, holding branch in raised right hand. Border of dots.;[('river-god', 'PERSON', 'holding', 'board', 'OBJECT'), ('river-god', 'PERSON', 'resting_on', 'water urn', 'OBJECT'), ('river-god', 'PERSON', 'holding', 'branch', 'OBJECT')];[];0.0;0.0;0.0
Bearded river-god resting_on left, holding cornucopia in raised right hand, resting left arm on water urn.;[('river-god', 'PERSON', 'holding', 'cornucopia', 'OBJECT'), ('river-god', 'PERSON', 'resting_on', 'water urn', 'OBJECT')];[('river-god', 'PERSON', 'holding', 'cornucopia', 'OBJECT'), ('river-god', 'PERSON', 'resting_on', 'water urn', 'OBJECT')];1.0;1.0;1.0
"Athena Nikephoros throne left, holding Nike in outstretched right hand; left armresting_on on shield with lion's head behind; in background, transverse spear; in inner left field, lion forepart, left.";[('Athena', 'PERSON', 'holding', 'Athena', 'PERSON'), ('Athena', 'PERSON', 'resting_on', 'shield', 'OBJECT')];[('Athena', 'PERSON', 'resting_on', 'shield', 'OBJECT')];1.0;1.0;1.0
Heracles standing left, wearing lion skin, grasping Hydra coiling around his right leg with left hand, about to strike with club in right hand over her head.;[('Heracles', 'PERSON', 'wearing', 'lion skin', 'OBJECT'), ('Heracles', 'PERSON', 'grasping', 'hydra', 'ANIMAL'), ('hydra', 'ANIMAL', 'coiling', 'Heracles', 'PERSON')];[('Heracles', 'PERSON', 'wearing', 'lion skin', 'OBJECT')];1.0;1.0;1.0
Head of youthful Dionysus, right, wearing mitra and ivy wreath.;[('Dionysus', 'PERSON', 'wearing', 'mitra', 'OBJECT'), ('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')];[('Dionysus', 'PERSON', 'wearing', 'mitra', 'OBJECT'), ('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')];1.0;1.0;1.0
"Tower Cybele throne left, holding patera in outstretched right hand, resting left arm on drum; at her foot, two lion seated_on left. Ground line. Border of dots.";[('Cybele', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Cybele', 'PERSON', 'resting_on', 'drum', 'OBJECT')];[('Cybele', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Cybele', 'PERSON', 'resting_on', 'drum', 'OBJECT')];1.0;1.0;1.0
Serapis standing facing, head left, wearing kalathos, holding in outstretched right hand cestus over lighted and garland altar, leftresting_on on scepter.;[('Hades', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Hades', 'PERSON', 'holding', 'cestus', 'OBJECT')];[];0.0;0.0;0.0
"Orpheus und Eurydice; in the middle, veil Euridice standing facing, head left, wearing long garment; to left, nude Orpheus standing facing, head right, holding patera in outstretched right hand and Euridice with left hand; to right, nude Hermes standing facing, head left, holding Euridice with right hand; to left, river-god resting_on right, holding reed in left arm; in exergue, two river-god resting_on right and left, holding reed in left and right hand. Ground line. Border of dots.";[('Orpheus', 'PERSON', 'holding', 'patera', 'OBJECT'), ('river-god', 'PERSON', 'holding', 'reed', 'PLANT'), ('river-god', 'PERSON', 'holding', 'reed', 'PLANT')];[('Hermes', 'PERSON', 'holding', 'patera', 'OBJECT')];0.0;0.0;0.0
"Head of bearded Dionysus, right, wearing ivy wreath; all within incuse square.";[('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')];[('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')];1.0;1.0;1.0
"Tower Cybele throne left, holding patera in outstretched right hand, resting left arm on drum; in front of her, lion seated_on, left; behind her, lion seated_on, right. Ground line.";[('Cybele', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Cybele', 'PERSON', 'resting_on', 'drum', 'OBJECT')];[('Cybele', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Cybele', 'PERSON', 'resting_on', 'drum', 'OBJECT')];1.0;1.0;1.0
"Athena standing facing, head with helmet to the left, holding patera in outstretched right hand and lance in left hand; at her foot, shield; in front of her, olive tree, entwined by serpent; monogram E in left field.";[('Athena', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'lance', 'OBJECT')];[('Athena', 'PERSON', 'holding', 'patera', 'OBJECT')];1.0;1.0;1.0
Heracles kneeling right, wearing lion skin, drawing bow.;[('Heracles', 'PERSON', 'wearing', 'lion skin', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'bow', 'OBJECT')];[('Heracles', 'PERSON', 'wearing', 'lion skin', 'OBJECT')];1.0;1.0;1.0
"Lion crouching left, breaking spear in jaw; in exergue, grain corn and monogram. Ground line.";[('bukephalion', 'OBJECT', 'breaking', 'double spear', 'OBJECT')];[];0.0;0.0;0.0
"Forepart of a bull standing left on dolphin, left, raising right forehoof; below, monogram.";[('Apis bull', 'ANIMAL', 'standing', 'dolphin', 'ANIMAL')];[];0.0;0.0;0.0
"Galley sailing left, in waters; on board, ten rowers and emperor Septimius Severus standing facing, head left, raising right arm, holding parazonium in left arm, in front of two standard; in background façade of an octastyle temple on crepidoma with Corinthian column, shield with umbo on pediment and acroteria on roof. Border of dots.";[('Septimius Severus', 'PERSON', 'holding', 'parazonium', 'OBJECT')];[('Septimius Severus', 'PERSON', 'holding', 'parazonium', 'OBJECT')];1.0;1.0;1.0
Nude Heracles advancing right, Hydra coiling around his left leg, grasping Hydra with left hand, about to strike with club in right hand over it's head.;[('Heracles', 'PERSON', 'grasping', 'hydra', 'ANIMAL'), ('hydra', 'ANIMAL', 'coiling', 'Heracles', 'PERSON')];[];0.0;0.0;0.0
Eagle standing left on garland altar, head right, wing spread out, holding laurel wreath in its beak, between two standard.;[('eagle-sceptre', 'OBJECT', 'standing', 'altar', 'OBJECT'), ('eagle-sceptre', 'OBJECT', 'holding', 'laurel wreath', 'OBJECT')];[];0.0;0.0;0.0
Radiate bust of Gallienus, right, seen from behind, wearing cuirass and paludamentum.;[('Gallienus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Gallienus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];[('Gallienus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Gallienus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];1.0;1.0;1.0
"Nude bearded Heracles standing facing, head right, lion skin over his left arm, resting right hand on club; at right, serpent Ladon coiling around apple tree of the Hesperides; in field above, crescent to left. Ground line. Border of dots.";[('Heracles', 'PERSON', 'resting_on', 'club', 'OBJECT')];[];0.0;0.0;0.0
Wreath bust of Elagabalus, right, wearing cuirass and paludamentum. Border of dots.;[('Elagabalus', 'PERSON', 'wearing', 'cuirass', 'OBJECT')];[('Elagabalus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Elagabalus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];0.5;1.0;0.6666666666666666
Veil Demeter seated_on left on cista mystica entwined by serpent, wearing corn wreath, holding two corn in right hand, leftresting_on on long torch.;[('Demeter', 'PERSON', 'seated_on', 'cista', 'OBJECT'), ('Demeter', 'PERSON', 'wearing', 'corn wreath', 'OBJECT'), ('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT')];[('Demeter', 'PERSON', 'wearing', 'corn wreath', 'OBJECT'), ('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT')];1.0;1.0;1.0
Demeter standing, left, holding corn over lighted altar and long torch.;[('Demeter', 'PERSON', 'holding', 'torch', 'OBJECT')];[('Demeter', 'PERSON', 'holding', 'torch', 'OBJECT')];1.0;1.0;1.0
Eagle standing facing, head left, wing spread, holding wreath in beak. Border of dots.;[('eagle-sceptre', 'OBJECT', 'holding', 'corn wreath', 'OBJECT')];[];0.0;0.0;0.0
Artemis standing facing, head right, holding a torch in both hand.;[('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')];[('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')];1.0;1.0;1.0
Emperor Gordian in military attire standing facing, head left, wearing cuirass, fluttering paludamentum and boot, holding patera in outstretched right hand, leftresting_on on inverted spear. Short ground line.;[('Gordian', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Gordian', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Gordian', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Gordian', 'PERSON', 'holding', 'patera', 'OBJECT')];[('Gordian', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Gordian', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Gordian', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Gordian', 'PERSON', 'holding', 'patera', 'OBJECT')];1.0;1.0;1.0
Demeter seated_on left on altar, holding corn and torch.;[('Demeter', 'PERSON', 'seated_on', 'altar', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'torch', 'OBJECT')];[('Demeter', 'PERSON', 'seated_on', 'altar', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'torch', 'OBJECT')];1.0;1.0;1.0
Dionysus standing facing, head left, holding cantharus in right hand and thyrsus in left hand.;[('Dionysus', 'PERSON', 'holding', 'cantharus', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'thyrsus', 'OBJECT')];[('Dionysus', 'PERSON', 'holding', 'cantharus', 'OBJECT'), ('Dionysus', 'PERSON', 'holding', 'thyrsus', 'OBJECT')];1.0;1.0;1.0
"Apollo and Artemis facing each other and grasping hand; to left, Apollo standing right, seen from behind, holding laurel branch in lowered left hand; to right Artemis, standing left, wearing a short chiton and boot, holding a bow in left arm; lighted altar between them.";[('Apollo', 'PERSON', 'holding', 'laurel branch', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'bow', 'OBJECT')];[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Apollo', 'PERSON', 'grasping', 'Artemis', 'PERSON'), ('Artemis', 'PERSON', 'wearing', 'boot', 'OBJECT')];0.6666666666666666;1.0;0.8
"Nude Heracles standing left, Hydra coiling around his right leg, grasping Hydra with left hand, about to strike with club in right hand over it's head; at right, quiver. Ground line. Border of dots.";[('Heracles', 'PERSON', 'grasping', 'hydra', 'ANIMAL')];[];0.0;0.0;0.0
"Demeter seated_on left on basket, wearing kalathos, holding two corn in right hand andresting_on left arm on basket; in left field, amphora.";[('Demeter', 'PERSON', 'seated_on', 'basket', 'OBJECT'), ('Demeter', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Demeter', 'PERSON', 'resting_on', 'basket', 'OBJECT')];[('Demeter', 'PERSON', 'seated_on', 'basket', 'OBJECT'), ('Demeter', 'PERSON', 'wearing', 'kalathos', 'OBJECT')];1.0;1.0;1.0
"Triumphal arch with garland between pillars surmounted by statuary group; emperor Nero in facing quadriga, escorted_by Nike on left, standing facing, holding uncertain object in right hand and Pax on right, standing facing, holding cornucopia in left arm; flanked by two soldier on each column on both sides of the arch; Mars in niche on left side of arch.";[('Athena', 'PERSON', 'holding', 'object', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'cornucopia', 'OBJECT')];[];0.0;0.0;0.0
"Demeter and Homonoia; inbetween, altar; to left, Demeter standing right, holding corn in left hand, at her foot, cista mystica; to right, Homonoia standing left, wearing kalathos, holding patera and cornucopia.";[('Homonoia', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')];[('Demeter', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'cornucopia', 'OBJECT'), ('Homonoia', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'cornucopia', 'OBJECT'), ('cista mystica', 'OBJECT', 'holding', 'cornucopia', 'OBJECT'), ('Homonoia', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')];0.42857142857142855;1.0;0.6
Nude bearded Heracles advancing right, grasping with right hand the horn of the uprising Cretan Bull, strangling it with left arm, lion skin over head. Border of dots.;[('Heracles', 'PERSON', 'grasping', 'Cretan Bull', 'ANIMAL')];[];0.0;0.0;0.0
"Wreath bust of Elagabalus, right, wearing cuirass; with aegis on left shoulder.";[('Elagabalus', 'PERSON', 'wearing', 'cuirass', 'OBJECT')];[('Elagabalus', 'PERSON', 'wearing', 'cuirass', 'OBJECT')];1.0;1.0;1.0
Nude Heracles standing right, resting right hand on club, lion skin over left arm, holding bow in left arm. In left field, E.;[('Heracles', 'PERSON', 'resting_on', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'bow', 'OBJECT')];[('Heracles', 'PERSON', 'resting_on', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'bow', 'OBJECT')];1.0;1.0;1.0
Radiate bust of bearded Caracalla, left, wearing cuirass and paludamentum. Border of dots.;[('Caracalla', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];[('Caracalla', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Caracalla', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];1.0;1.0;1.0
"Head of youthful Dionysus, right, wearing ivy wreath; behind him thyrsus.";[('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')];[('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')];1.0;1.0;1.0
Head of Heracles, left, wearing taenia and lion skin, knot around neck. Border of dots.;[('Heracles', 'PERSON', 'wearing', 'taenia', 'OBJECT'), ('Heracles', 'PERSON', 'wearing', 'lion skin', 'OBJECT')];[('Heracles', 'PERSON', 'wearing', 'taenia', 'OBJECT'), ('Heracles', 'PERSON', 'wearing', 'knot', 'OBJECT')];0.5;1.0;0.6666666666666666
"Nike standing right, naked to waist, stepping with left foot on helmet; supporting shield hanging on palm with left hand, inscribing it with right hand. Border of dots.";[('Athena', 'PERSON', 'standing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'shield', 'OBJECT')];[];0.0;0.0;0.0
Head of Heracles, right, wearing lion skin, knot around neck.;[('Heracles', 'PERSON', 'wearing', 'lion skin', 'OBJECT')];[('Heracles', 'PERSON', 'wearing', 'lion skin', 'OBJECT')];1.0;1.0;1.0
Demeter throne left between two torch, holding corn in right hand, leftresting_on on long torch.;[('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT')];[('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT'), ('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT')];1.0;1.0;1.0
Veil and tower Cybele throne left, holding patera in outstretched right hand, resting left arm on tympanon. Ground line.;[('Cybele', 'PERSON', 'holding', 'patera', 'OBJECT')];[('Cybele', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Cybele', 'PERSON', 'resting_on', 'tympanon', 'OBJECT')];0.5;1.0;0.6666666666666666
Artemis Tauropolos advancing right, hair bound at her neck, wearing short chiton, cloak and boot, holding almost horizontally a torch in each hand. Short ground line. Border of dots.;[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'cloak', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')];[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'cloak', 'OBJECT'), ('Artemis', 'PERSON', 'wearing', 'boot', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'torch', 'OBJECT')];1.0;1.0;1.0
Bare-headed bust of youthful Geta, right, wearing cuirass and paludamentum. Border of dots.;[('Geta', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Geta', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];[('Geta', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Geta', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];1.0;1.0;1.0
"Athena seated_on left, wearing a Corinthian helmet, holding patera in outstretched right hand and spear in left hand; shield behind.";[('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'double spear', 'OBJECT')];[('Athena', 'PERSON', 'holding', 'patera', 'OBJECT')];1.0;1.0;1.0
Apollo standing left, holding laurel branch and lyre.;[('Apollo', 'PERSON', 'holding', 'laurel branch', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'lyre', 'OBJECT')];[('Apollo', 'PERSON', 'holding', 'laurel branch', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'lyre', 'OBJECT')];1.0;1.0;1.0
"Cock standing right, holding worm in beak; in dotted square within incuse square.";[('cock', 'ANIMAL', 'holding', 'worm', 'ANIMAL')];[];0.0;0.0;0.0
Nude Ares standing facing, head right, wearing helmet, holding spear in right hand, bow in left hand.;[('Ares', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'double spear', 'OBJECT'), ('Ares', 'PERSON', 'holding', 'bow', 'OBJECT')];[('Ares', 'PERSON', 'wearing', 'helmet', 'OBJECT')];1.0;1.0;1.0
Emperor Commodus seated_on horseseated_on right, wearing fluttering paludamentum, holding spear in left hand. Ground line.;[('Commodus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Commodus', 'PERSON', 'holding', 'double spear', 'OBJECT')];[];0.0;0.0;0.0
Nude bearded Heracles standing facing, head right, holding club in right hand, lion skin over left arm and apple of the Hesperides in left hand. Border of dots.;[('Heracles', 'PERSON', 'holding', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'lion skin', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'apple', 'PLANT')];[('Heracles', 'PERSON', 'holding', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'apple', 'PLANT')];1.0;1.0;1.0
"Labour of Heracles: Nude Heracles standing right, strangling the Nemean lion; in exergue, club.";[('Heracles', 'PERSON', 'grasping', 'Nemean Lion', 'ANIMAL')];[];0.0;0.0;0.0
"Two Homonoia figure standing at an altar; each holding a patera  and a cornucopia.";[('Homonoia', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')];[('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')];1.0;1.0;1.0
Radiate bust of Septimius Severus, right, seen from front, wearing cuirass and paludamentum.;[('Septimius Severus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];[('Septimius Severus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];1.0;1.0;1.0
Veil Demeter standing facing, head left, holding corn in raised right hand, leftresting_on on long torch.;[('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT')];[];0.0;0.0;0.0
Confronted bust of Gordian, wreath, draped and cuirass, right, and of Serapis, draped and wearing kalathos, left.;[('Hades', 'PERSON', 'wearing', 'kalathos', 'OBJECT')];[];0.0;0.0;0.0
Veil Demeter seated_on left on altar, wearing corn wreath, holding a poppy between two corn in outstretched right hand, leftresting_on on long torch. Ground line. Border of dots.;[('Demeter', 'PERSON', 'seated_on', 'altar', 'OBJECT'), ('Demeter', 'PERSON', 'wearing', 'corn wreath', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'poppy', 'PLANT'), ('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT')];[('Demeter', 'PERSON', 'seated_on', 'altar', 'OBJECT'), ('Demeter', 'PERSON', 'wearing', 'corn wreath', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'poppy', 'PLANT'), ('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT')];1.0;1.0;1.0
"Wreath bust of Elagabalus, right; wearing cuirass with aegis on left shoulder, gorgoneion on breastplate.";[('Elagabalus', 'PERSON', 'wearing', 'cuirass', 'OBJECT')];[('Elagabalus', 'PERSON', 'wearing', 'cuirass', 'OBJECT')];1.0;1.0;1.0
Demeter standing right, wearing stefane, holding torch in right hand and corn in left hand. Short ground line.;[('Demeter', 'PERSON', 'holding', 'torch', 'OBJECT')];[('Demeter', 'PERSON', 'holding', 'torch', 'OBJECT')];1.0;1.0;1.0
Wing Nike advancing left, holding wreath in outstretched right hand and branch in left arm. Ground line. Border of dots.;[('Nemesis', 'PERSON', 'holding', 'corn wreath', 'OBJECT'), ('Nemesis', 'PERSON', 'holding', 'palm branch', 'OBJECT')];[];0.0;0.0;0.0
Head of youthful Dionysus, right, wearing ivy wreath. Border of dots.;[('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')];[('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')];1.0;1.0;1.0
"Lion crouching left, breaking spear in jaw; in exergue, grain and star with eight ray. Ground line.";[('bukephalion', 'OBJECT', 'breaking', 'double spear', 'OBJECT')];[];0.0;0.0;0.0
"Head of Hermes, right, wearing petasus; caduceus behind.";[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')];[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')];1.0;1.0;1.0
Demeter seated_on left on basket, wearing corn wreath, holding two corn and poppy in lowered right hand, leftresting_on on long torch.;[('Demeter', 'PERSON', 'seated_on', 'basket', 'OBJECT'), ('Demeter', 'PERSON', 'wearing', 'corn wreath', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'poppy', 'PLANT'), ('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT')];[('Demeter', 'PERSON', 'seated_on', 'basket', 'OBJECT'), ('Demeter', 'PERSON', 'wearing', 'corn wreath', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'poppy', 'PLANT'), ('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT')];1.0;1.0;1.0
Asclepius standing facing, head left, right armresting_on on serpent staff, garment over left shoulder.;[('Asclepius', 'PERSON', 'resting_on', 'serpent staff', 'OBJECT')];[];0.0;0.0;0.0
"Nemesis standing left, holding a short staff in right hand and rein in left hand; at her foot, left, wheel. Border of dots.";[('Nemesis', 'PERSON', 'holding', 'distaff', 'OBJECT'), ('Nemesis', 'PERSON', 'holding', 'rein', 'OBJECT')];[('Nemesis', 'PERSON', 'holding', 'staff', 'OBJECT'), ('Nemesis', 'PERSON', 'holding', 'rein', 'OBJECT')];0.5;1.0;0.6666666666666666
Head of Heracles, right, wearing lion skin.;[('Heracles', 'PERSON', 'wearing', 'lion skin', 'OBJECT')];[('Heracles', 'PERSON', 'wearing', 'lion skin', 'OBJECT')];1.0;1.0;1.0
Bare-headed bust of youthful Commodus, right, wearing paludamentum.;[('Commodus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];[('Commodus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];1.0;1.0;1.0
Nude Marsyas standing left on base, right foot stepping forward, raising right arm, holding wine skin over left shoulder.;[('Marsyas', 'PERSON', 'holding', 'wine skin', 'OBJECT')];[('Marsyas', 'PERSON', 'holding', 'wine skin', 'OBJECT')];1.0;1.0;1.0
"Athena Nikephoros throne left, holding Nike in outstretched right hand; left armresting_on on shield behind, decorated with gorgoneion; in background, transverse spear; in left field, monogram.";[('Athena', 'PERSON', 'holding', 'Athena', 'PERSON'), ('Athena', 'PERSON', 'resting_on', 'shield', 'OBJECT')];[('Athena', 'PERSON', 'resting_on', 'shield', 'OBJECT')];1.0;1.0;1.0
Bare-headed bust of Geta, right, wearing cuirass and paludamentum. Border of dots.;[('Geta', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Geta', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];[('Geta', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Geta', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')];1.0;1.0;1.0
Nude infant Heracles kneeling right, seen from front, strangling a serpent in each hand. Linear border.;[('Heracles', 'PERSON', 'grasping', 'serpent staff', 'OBJECT')];[];0.0;0.0;0.0
"Nemesis standing facing, head left, plucking chiton with right hand at right shoulder, holding rein in left hand; at her foot, wheel.";[('Nemesis', 'PERSON', 'holding', 'rein', 'OBJECT')];[];0.0;0.0;0.0
